rep,c,theta,se,cover,term_a,term_c,term_b,rmse_l,rmse_m,prod_stat
27,3,0.5148160472853862,0.04149093818822775,1,-0.02241703544975484,-0.003855478266522904,0.04108856100166397,0.3001847305837788,0.19272612391531777,3.0040625344183036
27,10,0.7536266553226421,0.046454671117095316,0,-0.01595058467397677,-0.006504970782323964,0.27608221077894285,0.938764862783563,0.5405142186596779,25.28466702836351
27,30,1.242404442977771,0.06664857855898035,0,-0.015124237220526141,-0.02684033121823946,0.7843690114165369,1.8369598211176912,0.5826619690872162,44.58247340153106
27,100,1.242404442977771,0.06664857855898035,0,-0.015124237220526141,-0.02684033121823946,0.7843690114165369,1.8369598211176912,0.5826619690872162,44.58247340153106
28,1,0.45060236773188594,0.043403049297517135,1,-0.056448204625367766,-0.003875243403465603,0.0109258157607192,0.17111680913360489,0.08311195172896194,0.6681718296614851
28,3,0.5124418998328122,0.04398896157317129,1,-0.05344125645545487,-0.006026727460732553,0.07190988374899955,0.39025897263266246,0.1959581028227326,3.632634394995324
28,10,0.8414325756041328,0.04889215325794214,0,-0.037626940202940704,-0.012608571583779421,0.39166808739085296,1.1509829041498731,0.5351429301683093,28.53381064461848
28,30,1.2893368974464197,0.0625882991784245,0,-0.03477110112369715,-0.02049830338157949,0.8446063019516964,1.9168225127275988,0.5976351343934514,47.52043923251875
28,100,1.2893368974464197,0.0625882991784245,0,-0.03477110112369715,-0.02049830338157949,0.8446063019516964,1.9168225127275988,0.5976351343934514,47.52043923251875
29,1,0.3898171874587939,0.04131663897473637,0,-0.11496776260624929,0.00326511103160967,0.0015198390334334965,0.18708813675241293,0.06480045025270137,0.5161625766467022
29,3,0.41452226753820914,0.04115493566549071,0,-0.11009550440161447,-0.0019370011813219267,0.0265547731211455,0.26918342126774075,0.12932139725792993,1.6296861150077973
29,10,0.6105176242986962,0.052744932735245526,0,-0.08059312621758404,-0.006752207976810918,0.19786295849309102,0.749735374598628,0.465652364657935,17.89685269860034
29,30,1.1897437679116956,0.09667708068580316,0,-0.06855249906308668,0.005561358964130121,0.7527349080106519,1.8294277822510017,0.5993671714671776,46.03453959214659
29,100,1.2977872131198458,0.09536023339798054,0,-0.06855249906308668,0.005481477616994881,0.8608582345659375,1.9940635934283306,0.5993671714671776,49.154989820489476
30,1,0.5110946206622357,0.04165518681346776,1,0.004785946761385409,-0.0023469084390586215,0.008655582339908893,0.15008006509337593,0.10279268599165642,0.8219856727174923
30,3,0.5628661875531721,0.04195832225329366,1,0.004522115477563856,-0.004164431332179075,0.06250850340778724,0.3520770773796535,0.22440369938084617,4.090862119935151
30,10,0.873403660932852,0.05131109981823412,0,0.0030158168310751203,-0.01532324722955729,0.38571109133133413,1.091838999389712,0.6120469774830437,32.97807385026352
30,30,1.4593402202876085,0.09156589839062187,0,0.0029459435119051592,-0.03699954999401813,0.9933938267697217,2.079235502524602,0.6318234111343233,54.166985783370116
30,100,1.4593402202876085,0.09156589839062187,0,0.0029459435119051592,-0.03699954999401813,0.9933938267697217,2.079235502524602,0.6318234111343233,54.166985783370116
31,1,0.4795939344795047,0.04278454190967124,1,-0.026673412727462986,0.008657105658172893,-0.0023897584512053496,0.17071089888616497,0.11421157951285832,1.029050886535308
31,3,0.5090000656905435,0.04223522625543519,1,-0.02557094019378818,0.011221950441226924,0.023349055443104862,0.2504455897163852,0.20698964774779968,2.9941823218996255
31,10,0.6862135269567128,0.04105670601604481,0,-0.01811339866947194,0.0023859043634639615,0.2019410212627206,0.738269421179298,0.5470712141073637,22.236278323844683
31,30,1.2185190124485392,0.06352084877413489,0,-0.015867114290968806,-0.053462907142858763,0.7878490338823667,1.750045861681935,0.6465983472988907,49.004747562487765
31,100,1.4278244226182286,0.077406682075576,0,-0.015867114290968806,-0.06474866679676688,1.008440203705964,2.0445063680605267,0.6465983472988907,55.02565076043952
32,1,0.543663925238872,0.04207725436386831,1,0.03779624335797743,0.004820023978978716,0.0010476579019158684,0.16761754567031567,0.07888408517741796,0.6149066506427422
32,3,0.5720849645977978,0.04221679814321368,1,0.036485273465468024,0.015553166902123253,0.020046524230206548,0.26378216217452005,0.13415167331933847,1.688134175385504
