mode,model,learner,split_seed,learner_seed,theta,se,m_below_trim,m_above_trim
expA,IRM,boosting,30,0,8031.635350483094,1191.5195330549182,0.0,0.0
expA,PLR,boosting,31,0,8611.935586960257,1356.8002983862366,0.0,0.0
expA,IRM,boosting,31,0,7846.037981126858,1199.7135174063387,0.0,0.0
expA,PLR,boosting,32,0,8580.344354457302,1338.027455236472,0.00010085728693898134,0.0
expA,IRM,boosting,32,0,8214.414825620055,1174.8706675145322,0.00010085728693898134,0.0
expA,PLR,boosting,33,0,8704.618151320714,1350.090078558272,0.0,0.0
expA,IRM,boosting,33,0,8054.125464271934,1195.3348564757273,0.0,0.0
expA,PLR,boosting,34,0,8957.609087451892,1360.3071104663086,0.0,0.0
expA,IRM,boosting,34,0,8198.365637979596,1219.0623713330285,0.0,0.0
expA,PLR,boosting,35,0,8503.532272717466,1396.4108107894738,0.0,0.0
expA,IRM,boosting,35,0,7833.832470472795,1227.7807181722885,0.0,0.0
expA,PLR,boosting,36,0,9037.577808109685,1366.5179531369686,0.0,0.0
expA,IRM,boosting,36,0,7951.917247909447,1225.3033473589135,0.0,0.0
expA,PLR,boosting,37,0,8817.165417070815,1336.7179093377551,0.0,0.0
expA,IRM,boosting,37,0,7971.828958235115,1163.889082139157,0.0,0.0
expA,PLR,boosting,38,0,8535.652739392697,1346.6741764995752,0.0,0.0
expA,IRM,boosting,38,0,7609.3199458139525,1180.4742934047877,0.0,0.0
expA,PLR,boosting,39,0,8960.962295309766,1342.4295692782814,0.0,0.0
expA,IRM,boosting,39,0,7763.387027970998,1187.4244199377674,0.0,0.0
expA,PLR,boosting,40,0,9096.914804647837,1309.5485326228757,0.0,0.0
expA,IRM,boosting,40,0,7638.9411587608065,1154.7895688814485,0.0,0.0
expA,PLR,boosting,41,0,8808.313075839716,1350.9107067708223,0.0,0.0
expA,IRM,boosting,41,0,7705.022334625982,1195.6732694497366,0.0,0.0
expA,PLR,boosting,42,0,8483.89746332395,1384.6431587241757,0.0,0.0
expA,IRM,boosting,42,0,8067.7770786393185,1197.6152848705146,0.0,0.0
expA,PLR,boosting,43,0,8592.68589371266,1378.0890025268425,0.0,0.0
expA,IRM,boosting,43,0,7963.012002682079,1199.4229072990115,0.0,0.0
expA,PLR,boosting,44,0,9417.01281938215,1351.5873901804498,0.0,0.0
expA,IRM,boosting,44,0,7888.272730802701,1165.2606358332084,0.0,0.0
expA,PLR,boosting,45,0,8815.830754622808,1353.9393458673694,0.0,0.0
expA,IRM,boosting,45,0,7716.359841645395,1172.184729522366,0.0,0.0
expA,PLR,boosting,46,0,8389.192935906762,1324.7300110451997,0.00010085728693898134,0.0
expA,IRM,boosting,46,0,8548.55113651718,1151.5408611561043,0.00010085728693898134,0.0
expA,PLR,boosting,47,0,9152.729645497193,1358.9422423209007,0.0,0.0
expA,IRM,boosting,47,0,7824.800026004309,1164.7309941532144,0.0,0.0
expA,PLR,boosting,48,0,9271.089984922146,1347.2620624027145,0.000302571860816944,0.0
expA,IRM,boosting,48,0,7731.833872263175,1191.27686437148,0.000302571860816944,0.0
expA,PLR,boosting,49,0,9258.77389858264,1354.6307968625429,0.0,0.0
expA,IRM,boosting,49,0,7837.79676013771,1152.660159978468,0.0,0.0
expA,PLR,boosting,50,0,9093.211698029061,1366.126899332459,0.0,0.0
expA,IRM,boosting,50,0,7611.484509558712,1212.5020951504578,0.0,0.0
expA,PLR,boosting,51,0,9557.481310205822,1369.8417711268692,0.0,0.0
expA,IRM,boosting,51,0,8394.862466525923,1190.9508706886534,0.0,0.0
expA,PLR,boosting,52,0,8456.114988198906,1322.5142393326078,0.00010085728693898134,0.0
expA,IRM,boosting,52,0,7782.814654077103,1128.6128746848988,0.00010085728693898134,0.0
expA,PLR,boosting,53,0,8564.659355540576,1337.144211744652,0.00010085728693898134,0.0
expA,IRM,boosting,53,0,7852.281239818582,1174.9824335201968,0.00010085728693898134,0.0
expA,PLR,boosting,54,0,8861.969364748213,1366.770096468921,0.0,0.0
expA,IRM,boosting,54,0,7636.22811308174,1180.4940059424048,0.0,0.0
expA,PLR,boosting,55,0,8526.091926678484,1330.7900661445597,0.0011094301563287948,0.0
expA,IRM,boosting,55,0,7894.59362195538,1213.7662524787154,0.0011094301563287948,0.0
expA,PLR,boosting,56,0,8640.389758131098,1340.7877520502493,0.0,0.0
expA,IRM,boosting,56,0,7818.831667854746,1184.5629996082866,0.0,0.0
expA,PLR,boosting,57,0,7941.747496822258,1350.9221315479274,0.00010085728693898134,0.0
expA,IRM,boosting,57,0,7405.284158058827,1175.8582114820072,0.00010085728693898134,0.0
expA,PLR,boosting,58,0,8734.933907177163,1331.4742156925709,0.0,0.0
expA,IRM,boosting,58,0,7650.256244939826,1195.5538113019568,0.0,0.0
expA,PLR,boosting,59,0,8659.729358749433,1346.3668868860677,0.0,0.0
expA,IRM,boosting,59,0,7940.8602001210775,1147.4130652862427,0.0,0.0
expA,PLR,boosting,60,0,8919.00446370878,1423.0976687640793,0.0,0.0
expA,IRM,boosting,60,0,7964.582702351618,1169.8880367247239,0.0,0.0
expA,PLR,boosting,61,0,9004.154216040386,1358.3779993065289,0.0,0.0
expA,IRM,boosting,61,0,8215.67691240307,1265.9694774981535,0.0,0.0
expA,PLR,boosting,62,0,9173.770142369382,1369.9990622358318,0.0,0.0
expA,IRM,boosting,62,0,8326.817352558912,1231.0960006990285,0.0,0.0
expA,PLR,boosting,63,0,8978.42002233379,1367.4962658639674,0.0,0.0
expA,IRM,boosting,63,0,8037.942569248917,1228.4094800907924,0.0,0.0
expA,PLR,boosting,64,0,8849.162464619361,1379.2887276266572,0.0,0.0
expA,IRM,boosting,64,0,7941.521054865216,1178.9839945966246,0.0,0.0
expA,PLR,boosting,65,0,8698.300659373486,1334.9863674256972,0.000302571860816944,0.0
expA,IRM,boosting,65,0,7775.507137609592,1182.9060453996528,0.000302571860816944,0.0
expA,PLR,boosting,66,0,9339.405929429504,1348.084404825805,0.0,0.0
expA,IRM,boosting,66,0,7640.721861935626,1175.3913495052443,0.0,0.0
expA,PLR,boosting,67,0,9337.23803775605,1345.6972516187368,0.0,0.0
expA,IRM,boosting,67,0,8021.437034015027,1189.568109284082,0.0,0.0
expA,PLR,boosting,68,0,8733.805796411736,1334.4319424794328,0.0,0.0
expA,IRM,boosting,68,0,8003.213949764475,1194.6549041701462,0.0,0.0
expA,PLR,boosting,69,0,8127.591094857832,1335.7670338019545,0.0,0.0
expA,IRM,boosting,69,0,7453.359223853736,1215.4090651022796,0.0,0.0
expA,PLR,boosting,70,0,8113.2803284415495,1383.9853877018413,0.0,0.0
expA,IRM,boosting,70,0,7890.065647722413,1184.0676581556186,0.0,0.0
expA,PLR,boosting,71,0,8579.69765084011,1339.4085224120315,0.00020171457387796267,0.0
expA,IRM,boosting,71,0,7758.7097661156295,1199.2938025374108,0.00020171457387796267,0.0
expA,PLR,boosting,72,0,8213.833557831045,1388.1583659643109,0.0005042864346949068,0.0
expA,IRM,boosting,72,0,7628.37139840551,1242.8611218131814,0.0005042864346949068,0.0
expA,PLR,boosting,73,0,8798.141934571868,1420.7371302104525,0.0,0.0
expA,IRM,boosting,73,0,7336.867145039154,1279.627341602327,0.0,0.0
expA,PLR,boosting,74,0,8749.095350382613,1340.9155458540693,0.0,0.0
expA,IRM,boosting,74,0,8004.516351617978,1192.042181357027,0.0,0.0
expA,PLR,boosting,75,0,8739.336944336006,1382.7949534599645,0.0,0.0
expA,IRM,boosting,75,0,7741.873872572042,1193.2599042478644,0.0,0.0
expA,PLR,boosting,76,0,8727.818806700596,1359.1679794447293,0.0,0.0
expA,IRM,boosting,76,0,8376.733868229372,1172.526893488704,0.0,0.0
expA,PLR,boosting,77,0,8167.505048747643,1373.0320945295073,0.00020171457387796267,0.0
expA,IRM,boosting,77,0,7458.268040778444,1199.8767861331214,0.00020171457387796267,0.0
expA,PLR,boosting,78,0,8830.47540028394,1320.5158347999936,0.0,0.0
expA,IRM,boosting,78,0,7979.620046073328,1171.7085336005805,0.0,0.0
