mode,model,learner,split_seed,learner_seed,theta,se,m_below_trim,m_above_trim
expA,PLR,forest,57,0,8418.201529400105,1316.213271643295,0.0,0.0
expA,IRM,forest,57,0,7696.1703855237965,1146.3839050132044,0.0,0.0
expA,PLR,forest,58,0,8444.219159959082,1328.5352734862433,0.0,0.0
expA,IRM,forest,58,0,7683.308491578563,1150.5596932222181,0.0,0.0
expA,PLR,forest,59,0,8597.61414170197,1324.9304809246655,0.0,0.0
expA,IRM,forest,59,0,7815.705201453157,1168.090072258512,0.0,0.0
expA,PLR,forest,60,0,8849.82385781135,1371.6197214283227,0.0,0.0
expA,IRM,forest,60,0,7894.246438245775,1183.2080823112806,0.0,0.0
expA,PLR,forest,61,0,8919.623777898865,1333.8206721244746,0.0,0.0
expA,IRM,forest,61,0,7893.848348833553,1150.4659119535156,0.0,0.0
expA,PLR,forest,62,0,8723.490104996681,1323.633404626077,0.0,0.0
expA,IRM,forest,62,0,7887.153273441537,1150.3729361990434,0.0,0.0
expA,PLR,forest,63,0,8693.442634082987,1348.0350335176986,0.0,0.0
expA,IRM,forest,63,0,7918.440033213292,1169.8979271642106,0.0,0.0
expA,PLR,forest,64,0,8399.698495487535,1335.2970589725305,0.0,0.0
expA,IRM,forest,64,0,7707.047178189274,1168.5838465196784,0.0,0.0
expA,PLR,forest,65,0,8661.239242826956,1334.8989295609433,0.0,0.0
expA,IRM,forest,65,0,7772.383127675207,1173.1996275068202,0.0,0.0
expA,PLR,forest,66,0,8879.88731343513,1308.903811987513,0.0,0.0
expA,IRM,forest,66,0,7884.25747728233,1156.6274444852888,0.0,0.0
expA,PLR,forest,67,0,8451.686764510483,1344.710461538815,0.0,0.0
expA,IRM,forest,67,0,7778.154699030335,1168.9060403688409,0.0,0.0
expA,PLR,forest,68,0,8556.698249054287,1319.3679050258793,0.0,0.0
expA,IRM,forest,68,0,7698.797505067409,1135.348625407017,0.0,0.0
expA,PLR,forest,69,0,8424.320109412654,1333.8905685725988,0.0,0.0
expA,IRM,forest,69,0,7523.912585012365,1181.1385962250033,0.0,0.0
expA,PLR,forest,70,0,8566.315483862498,1321.9845418496063,0.0,0.0
expA,IRM,forest,70,0,7606.817851556667,1170.009835805262,0.0,0.0
expA,PLR,forest,71,0,8420.339874914373,1306.8501569308942,0.0,0.0
expA,IRM,forest,71,0,7646.335213687924,1165.330862308704,0.0,0.0
expA,PLR,forest,72,0,8462.84597100554,1374.624790676374,0.0,0.0
expA,IRM,forest,72,0,7484.008993049879,1214.6609573867902,0.0,0.0
expA,PLR,forest,73,0,8326.602356521982,1347.9127151953153,0.0,0.0
expA,IRM,forest,73,0,7490.192487749312,1212.6026778801174,0.0,0.0
expA,PLR,forest,74,0,8302.972918721642,1314.0624405831406,0.0,0.0
expA,IRM,forest,74,0,7788.5095711538215,1162.6493906656278,0.0,0.0
expA,PLR,forest,75,0,8578.132348150599,1356.9242207024474,0.0,0.0
expA,IRM,forest,75,0,7721.054942071173,1161.3604478831674,0.0,0.0
expA,PLR,forest,76,0,8880.663589678677,1348.56205036087,0.0,0.0
expA,IRM,forest,76,0,7858.116397034304,1165.1420947162035,0.0,0.0
expA,PLR,forest,77,0,8472.94059582197,1359.7326399783813,0.0,0.0
expA,IRM,forest,77,0,7645.391765008099,1185.7337652804447,0.0,0.0
expA,PLR,forest,78,0,8653.17783487709,1303.9017432272142,0.0,0.0
expA,IRM,forest,78,0,7852.101373198807,1136.3728048184948,0.0,0.0
expA,PLR,forest,79,0,8865.806725224345,1318.7761108433485,0.0,0.0
expA,IRM,forest,79,0,7950.761620018352,1137.2295892815432,0.0,0.0
expA,PLR,forest,80,0,8732.296812121574,1348.8094286605517,0.0,0.0
expA,IRM,forest,80,0,7820.209550405976,1171.3141272371731,0.0,0.0
expA,PLR,forest,81,0,8671.348461208283,1319.521286486127,0.0,0.0
expA,IRM,forest,81,0,7835.754769695632,1146.7030469328438,0.0,0.0
expA,PLR,forest,82,0,8358.248487032975,1354.0606635713254,0.0,0.0
expA,IRM,forest,82,0,7660.715982380192,1159.8067015673248,0.0,0.0
expA,PLR,forest,83,0,8580.750727233768,1359.2578423140048,0.0,0.0
expA,IRM,forest,83,0,7940.919279444667,1184.7103630011031,0.0,0.0
expA,PLR,forest,84,0,8838.276377354172,1339.6044541928097,0.0,0.0
expA,IRM,forest,84,0,7695.426166351489,1153.6332704223073,0.0,0.0
expA,PLR,forest,85,0,8548.3278514594,1287.5887927379326,0.0,0.0
expA,IRM,forest,85,0,7644.456117357576,1135.877385387771,0.0,0.0
expA,PLR,forest,86,0,8669.316412493805,1306.173618370904,0.0,0.0
expA,IRM,forest,86,0,7863.263238535103,1129.076042469309,0.0,0.0
expA,PLR,forest,87,0,8399.646702698872,1303.088241997335,0.0,0.0
expA,IRM,forest,87,0,7738.464516162331,1150.3554302424157,0.0,0.0
expA,PLR,forest,88,0,8480.97688433756,1341.5961874984982,0.0,0.0
expA,IRM,forest,88,0,7824.456055099965,1154.8759016614222,0.0,0.0
expA,PLR,forest,89,0,8958.459238514473,1361.459078608756,0.0,0.0
expA,IRM,forest,89,0,7981.792463553538,1167.4398643632228,0.0,0.0
expA,PLR,forest,90,0,8736.301582454516,1334.3738152919439,0.0,0.0
expA,IRM,forest,90,0,7768.148539816503,1154.2809003755638,0.0,0.0
expA,PLR,forest,91,0,8813.658036075143,1327.9363604711425,0.0,0.0
expA,IRM,forest,91,0,8074.840552712563,1151.4990887570511,0.0,0.0
expA,PLR,forest,92,0,8950.324115867583,1317.1268501722886,0.0,0.0
expA,IRM,forest,92,0,7827.259734117768,1139.4111123311268,0.0,0.0
expA,PLR,forest,93,0,8476.353429569908,1311.2006947980349,0.0,0.0
expA,IRM,forest,93,0,7672.492086792187,1157.8890945705325,0.0,0.0
expA,PLR,forest,94,0,8738.393606873304,1336.3321105217422,0.0,0.0
expA,IRM,forest,94,0,7910.643659080498,1146.6047615092373,0.0,0.0
expA,PLR,forest,95,0,8557.269959830928,1356.4749848009435,0.0,0.0
expA,IRM,forest,95,0,7872.024699045825,1176.5301767457377,0.0,0.0
expA,PLR,forest,96,0,8673.285557918995,1363.4553887797404,0.0,0.0
expA,IRM,forest,96,0,7876.042267997513,1162.2347445391927,0.0,0.0
expA,PLR,forest,97,0,8620.045847306656,1336.3585660796996,0.0,0.0
expA,IRM,forest,97,0,7778.964747575444,1167.0870503702954,0.0,0.0
expA,PLR,forest,98,0,8284.58272896089,1339.0321091095109,0.0,0.0
expA,IRM,forest,98,0,7567.026669875697,1214.5272811040986,0.0,0.0
expA,PLR,forest,99,0,8586.103350545853,1297.0758411370327,0.0,0.0
expA,IRM,forest,99,0,7775.190462935013,1135.5145428183375,0.0,0.0
