mode,model,learner,split_seed,learner_seed,theta,se,m_below_trim,m_above_trim
crossed,PLR,forest,3,5,8493.735913916882,1345.2800721290682,0.0,0.0
crossed,IRM,forest,3,5,7724.578442516967,1152.7017661211332,0.0,0.0
crossed,PLR,forest,3,6,8371.704955565529,1342.5310996493029,0.0,0.0
crossed,IRM,forest,3,6,7753.705266695642,1157.2798345074289,0.0,0.0
crossed,PLR,forest,3,7,8478.775336515928,1341.58277834442,0.0,0.0
crossed,IRM,forest,3,7,7736.191797159143,1148.2877145262319,0.0,0.0
crossed,PLR,forest,3,8,8521.651618590144,1340.3501282080786,0.0,0.0
crossed,IRM,forest,3,8,7724.884745355535,1152.6051874932195,0.0,0.0
crossed,PLR,forest,3,9,8509.635910854644,1338.5776345640038,0.0,0.0
crossed,IRM,forest,3,9,7731.9512181916025,1156.1368542984023,0.0,0.0
crossed,PLR,forest,4,0,8910.186028590837,1355.981762165849,0.0,0.0
crossed,IRM,forest,4,0,7944.8803085090085,1160.4933766979764,0.0,0.0
crossed,PLR,forest,4,1,8911.179338995598,1358.1499800673057,0.0,0.0
crossed,IRM,forest,4,1,7961.345626997324,1157.0504742894443,0.0,0.0
crossed,PLR,forest,4,2,8933.7224519732,1348.4221424518814,0.0,0.0
crossed,IRM,forest,4,2,7947.658873898846,1157.5442706794265,0.0,0.0
crossed,PLR,forest,4,3,8919.599961387135,1359.6490554601096,0.0,0.0
crossed,IRM,forest,4,3,8027.013296426149,1154.1929586752592,0.0,0.0
crossed,PLR,forest,4,4,8866.102194409497,1351.7404058014372,0.0,0.0
crossed,IRM,forest,4,4,7957.9674425007115,1160.491242447632,0.0,0.0
crossed,PLR,forest,4,5,8903.150075633475,1354.3439153155296,0.0,0.0
crossed,IRM,forest,4,5,7991.953635000675,1158.1921455684271,0.0,0.0
crossed,PLR,forest,4,6,8894.387461820228,1348.3505431010115,0.0,0.0
crossed,IRM,forest,4,6,7996.4900289227835,1163.4939874705635,0.0,0.0
crossed,PLR,forest,4,7,8933.251993431846,1348.0904357551558,0.0,0.0
crossed,IRM,forest,4,7,7898.301521685618,1156.1713317024237,0.0,0.0
crossed,PLR,forest,4,8,8904.21927405924,1359.2289887578206,0.0,0.0
crossed,IRM,forest,4,8,7971.738478339809,1164.154250924266,0.0,0.0
crossed,PLR,forest,4,9,8895.382258126267,1367.2395936096566,0.0,0.0
crossed,IRM,forest,4,9,7957.4916824441725,1158.2430759881631,0.0,0.0
crossed,PLR,forest,5,0,8706.58465517264,1319.1483106568808,0.0,0.0
crossed,IRM,forest,5,0,7796.281550951579,1159.3771061490347,0.0,0.0
crossed,PLR,forest,5,1,8719.072490338063,1324.1176994035939,0.0,0.0
crossed,IRM,forest,5,1,7918.359285549654,1161.2960745822677,0.0,0.0
crossed,PLR,forest,5,2,8718.397278043607,1327.0043319138576,0.0,0.0
crossed,IRM,forest,5,2,7894.709526610239,1158.7560010277914,0.0,0.0
crossed,PLR,forest,5,3,8679.383232630365,1313.795566912084,0.0,0.0
crossed,IRM,forest,5,3,7846.274795151212,1162.1766393771577,0.0,0.0
crossed,PLR,forest,5,4,8783.607789287653,1323.6064998765078,0.0,0.0
crossed,IRM,forest,5,4,7893.6937375426505,1160.8596536921475,0.0,0.0
crossed,PLR,forest,5,5,8680.838149424348,1321.6950033687197,0.0,0.0
