mode,model,learner,split_seed,learner_seed,theta,se,m_below_trim,m_above_trim
crossed,PLR,boosting,0,0,9278.534016776219,1389.5959726935903,0.0,0.0
crossed,IRM,boosting,0,0,8097.736658090603,1223.908703817884,0.0,0.0
crossed,PLR,boosting,0,1,8980.89868297323,1385.1713720762427,0.0,0.0
crossed,IRM,boosting,0,1,7799.308036795846,1253.9122660290852,0.0,0.0
crossed,PLR,boosting,0,2,8705.237997524739,1382.199292716813,0.0,0.0
crossed,IRM,boosting,0,2,7518.800651043444,1238.484404086849,0.0,0.0
crossed,PLR,boosting,0,3,9003.887428636188,1396.7755856286703,0.0,0.0
crossed,IRM,boosting,0,3,7818.15830793183,1252.0570749120784,0.0,0.0
crossed,PLR,boosting,0,4,8679.679242459368,1399.273761416467,0.0,0.0
crossed,IRM,boosting,0,4,7957.61472780807,1222.1253772515556,0.0,0.0
crossed,PLR,boosting,0,5,9135.161988099304,1383.2452885072785,0.0,0.0
crossed,IRM,boosting,0,5,7583.403966178097,1248.9163229246956,0.0,0.0
crossed,PLR,boosting,0,6,8138.950875738899,1419.6272610592052,0.0,0.0
crossed,IRM,boosting,0,6,7552.170835151285,1247.139958420544,0.0,0.0
crossed,PLR,boosting,0,7,8405.594068618724,1410.9294035716364,0.0,0.0
crossed,IRM,boosting,0,7,7668.262262083368,1231.659918240712,0.0,0.0
crossed,PLR,boosting,0,8,8975.583803563677,1402.7718668023458,0.00010085728693898134,0.0
crossed,IRM,boosting,0,8,7651.213650419578,1204.1023074682182,0.00010085728693898134,0.0
crossed,PLR,boosting,0,9,8770.219677342297,1359.5346893163369,0.0,0.0
crossed,IRM,boosting,0,9,8321.576292460757,1219.699210191506,0.0,0.0
crossed,PLR,boosting,1,0,8198.690735908134,1352.1611852324322,0.0,0.0
crossed,IRM,boosting,1,0,8151.330738224434,1156.3844766622963,0.0,0.0
crossed,PLR,boosting,1,1,9013.74938092485,1363.484324203951,0.0,0.0
crossed,IRM,boosting,1,1,7749.257253023754,1194.63192702242,0.0,0.0
crossed,PLR,boosting,1,2,8473.422684244924,1380.3845532850212,0.00020171457387796267,0.0
crossed,IRM,boosting,1,2,8472.88939968843,1202.3450732308077,0.00020171457387796267,0.0
