rep,oracle_theta,oracle_se,oracle_cover,armA_theta,armA_se,armA_cover,armA_term_a,armA_term_b,armB_theta,armB_se,armB_cover,armB_term_a,armB_term_c,armB_term_b,armB_r2_l_in,armBsym_theta,armBsym_se,armBsym_cover,armBsym_term_a,armBsym_term_c,armBsym_term_b,armC_theta,armC_se,armC_cover,armC_term_a,armC_term_c,armC_term_b,armC_rmse_l,armC_rmse_m
131,0.45494001670124773,0.041633038694172134,1,0.5963169041440622,0.05123113034366604,1,-0.05767737017495859,0.15399427431902088,0.26746441215818206,0.027482592088380307,0,-0.041954612422550434,-0.1799742990494365,-0.010606676369831064,0.8314605927551824,0.41374399561699277,0.04360746492472805,0,-0.10811397336908032,0.020002761953172757,0.0018552070329003463,0.41028432572403223,0.043837507293226746,0,-0.0420814564441438,-0.03787063323559009,-0.009763584596233919,0.45320087550608734,0.19577943508026072
132,0.49760484638151803,0.041368245770317925,1,0.613110227835307,0.05739165152353231,0,0.029602620915831962,0.08350760691947498,0.293546258873347,0.027255380634462482,0,-0.0021504870826455696,-0.18631709542859967,-0.017986158615407706,0.8255553600324519,0.46958331209067666,0.0436636320537811,1,-0.005547805216554673,-0.03320264878289116,0.008333766090122478,0.47337662826962573,0.042757877238812504,1,-0.0021521174351261008,-0.02422432177026287,-0.0002469325249853088,0.4076318954060215,0.1862307330357497
133,0.4860656368940146,0.042986403681779486,1,0.5625715850460588,0.059762516017828726,1,-0.04153432549670099,0.10410591054275986,0.28989457755545983,0.031078505626760042,0,-0.012951002958042355,-0.16918541341389176,-0.02796900607260606,0.8361110405974301,0.4556985686538816,0.04986988870439181,1,-0.03265962897964638,0.00570739485885262,-0.017349197225324624,0.46329665195878517,0.04805318877691125,1,-0.013024323112189248,-0.003909175416346777,-0.019769849512678656,0.42242429911475676,0.18610394705433078
134,0.41385168634785485,0.04230567567788002,0,0.6069447496594276,0.05389438141729625,0,0.009708046573076461,0.09723670308635111,0.2592940179206715,0.030182497709409874,0,-0.07945227289869485,-0.14803026706114056,-0.01322344211949307,0.8406717340716356,0.4317171190291505,0.04752704415877425,1,-0.20033776509482468,0.1666857453754526,-0.034630861251477414,0.4166559827539031,0.04623585086843216,1,-0.08146254898389602,0.004477381677519113,-0.006358849939719991,0.42490237692297317,0.18915759794515777
135,0.49382344444898657,0.04337965514531938,1,0.6089567035240377,0.051681027685314296,0,0.007486121618601396,0.1014705819054363,0.3029661333558892,0.028606511419774407,0,-0.005659288881500429,-0.16690431673724235,-0.024470261025367975,0.8379101402938008,0.48095064782797625,0.04607925795713297,1,-0.014193603830717138,0.016801227227656364,-0.02165697556896303,0.46945530070290636,0.0449278672030867,1,-0.0057767307345601175,-0.008547042573180988,-0.016220925989352528,0.39505771255595673,0.19893475028541346
136,0.46832608350557847,0.0399982947657615,1,0.6291418746056985,0.04679524850639204,0,0.04737830337927517,0.0817635712264232,0.2859923605817063,0.026476338302338902,0,-0.0296791645242051,-0.17311391992966493,-0.011214554964423657,0.8396382675901148,0.4692663573979481,0.04155464713434176,1,-0.07549595996761857,0.05609692821969136,-0.011334610854124664,0.46694890622195645,0.04175773072799653,1,-0.03012351189981971,-0.010792943441792246,0.007865361563568377,0.41737547899345745,0.2184194203890071
137,0.49990287423689167,0.04097084338181783,1,0.5960975675827627,0.052818510664148416,1,0.03812591204927241,0.05797165553349024,0.32250331716617336,0.026925913418781453,0,-9.164286508349105e-05,-0.15226116298007897,-0.025143876988664077,0.8437381434499778,0.5247556766680149,0.04285407241595083,1,-0.0002369305684473017,0.06813673519487082,-0.04314412795840856,0.5473870333370998,0.042665141032256965,1,-9.168860374890247e-05,0.050255181706441714,-0.0027764597655928476,0.43348614059612917,0.2077443388107163
138,0.5455497244045159,0.04033790445664955,1,0.641046247207364,0.0559249863201565,0,0.11771005702370188,0.023336190183662172,0.3248449536898891,0.027372574587968063,0,0.04240708522624407,-0.2018891212142274,-0.0156730103221276,0.8457521747880443,0.5130914777992245,0.04296383225416752,1,0.1072784472129477,-0.10990737737121445,0.015720407957491207,0.5299182802140494,0.04306969720416832,1,0.04244480845859235,-0.00417219263260802,-0.008354335611934858,0.40627832983449924,0.19940149353846873
139,0.4723355612769954,0.04447239196804788,1,0.5888470612247416,0.06384002230587589,1,0.0074455045973960176,0.08140155662734554,0.2715421589271437,0.03190628951534271,0,-0.025785357322859838,-0.18609025628804285,-0.016582227461953675,0.832230119539858,0.4412747519154192,0.0503481968062685,1,-0.0646963790580786,0.004464291503153431,0.0015068394703444186,0.4494930958635387,0.047703280139140436,1,-0.025316389671096284,-0.022237240895389268,-0.002953273569975724,0.5163360811258754,0.19706803301279835
140,0.4874750080580146,0.04159428916995819,1,0.5604005714501766,0.05279876742958897,1,0.0198296462297139,0.040570925220462704,0.3023033464539358,0.02901441914647704,0,-0.011832004112542663,-0.1651621242208119,-0.02070252521270963,0.8348578713706095,0.4773387924505959,0.04705746742377567,1,-0.029759342833573097,0.03529358830871584,-0.02819545302454689,0.4619449330619539,0.04361816591802671,1,-0.011693991728521851,-0.004684279608931757,-0.02167679560059252,0.4017562457641575,0.19090460546362786
141,0.5233957535608456,0.040542701641025754,1,0.6575228887051194,0.055258814424874424,0,0.047447019884421106,0.11007586882069827,0.34188631444372175,0.026870989495037335,0,0.021785620967371865,-0.15096514174751258,-0.028934164776137507,0.8336263727075197,0.5406987525868675,0.04349239104157629,1,0.05579729623651484,0.006240235026403487,-0.02133877867605078,0.5423296652807235,0.043375801839439114,1,0.022184467936211132,0.026311500053276867,-0.006166302708764545,0.4297575006949174,0.18945414453030976
142,0.4617053907299516,0.03995202072548229,1,0.5707327589628118,0.05387277194365229,1,0.020569162400226878,0.05016359656258496,0.30009489051200466,0.02770536343364893,0,-0.03598371662661414,-0.14235942947217237,-0.021561963389208884,0.8261781962344537,0.4762751386483847,0.044308082084554834,1,-0.09199677411424649,0.09261404811939769,-0.024342135356766464,0.44805428044178724,0.04323286368371275,1,-0.03577285997720145,-0.01450582417872213,-0.0016670354022891743,0.44565528398670295,0.20156436597768768
143,0.5181064526077841,0.04150990150706794,1,0.5390148952364174,0.0509163008037513,1,-0.02378014094838076,0.0627950361847981,0.3251242398139538,0.02768455359268304,0,0.01744911582682987,-0.1879332582312266,-0.004391617781649399,0.8337784602552747,0.5141722141253564,0.0442062799617757,1,0.044137510737944155,-0.027692221631486928,-0.002273074981100776,0.5276909321038572,0.042913311720975775,1,0.017449732444124774,0.011661476499792874,-0.0014202768400603679,0.42176642697348316,0.2236486721003824
144,0.49298136964268385,0.04580965577277782,1,0.5740759538597933,0.05842339910442808,1,0.018585796750712695,0.0554901571090806,0.31524996493551655,0.030349877728308827,0,-0.00651596712130437,-0.15501768862178655,-0.023216379321392498,0.8203075124935753,0.4887599492736742,0.04900876630277265,1,-0.01638853252187426,0.011251767259433264,-0.0061032854638847795,0.48861812451096065,0.047275449527597074,1,-0.006466556070561068,-0.0030378953820837736,-0.0018774240363944022,0.44193337234684343,0.20045911831057606
145,0.5595557748120392,0.04048840258964641,1,0.6061058420480988,0.05253827403620673,0,0.029561397337123485,0.07654444471097523,0.3440491683627726,0.02702698726267083,0,0.055563579244717394,-0.20241015329995846,-0.009104257581986389,0.8351294772966544,0.5453661792765543,0.042761212971645826,1,0.14058961444855037,-0.12541474338501732,0.03019130821302131,0.5660449779203134,0.04271083098828712,1,0.05514173560198662,0.007053966723567569,0.003849275594759176,0.4587516918828872,0.17429579547624813
146,0.6016561021643377,0.042994144773839074,0,0.6644266813965144,0.056039397460275406,0,0.028813830946409904,0.1356128504501045,0.36986176802782633,0.02838252335892764,0,0.09491460825803782,-0.19800996705089183,-0.027042873179319762,0.8395964424771569,0.596376842519197,0.04448582189655093,0,0.23729319591332707,-0.13963297416472967,-0.0012833792294003467,0.6048229436816522,0.0437252944196241,0,0.09369931903611488,0.02651276366602496,-0.01538913902048771,0.44602497728930746,0.20526973203928953
147,0.5780893411867448,0.044642489597391345,1,0.6502624272392385,0.06005214378786592,0,0.04147265771920184,0.10878976952003672,0.3506097570230607,0.030542524099314922,0,0.07371472957108689,-0.21531358816091517,-0.007791384387111054,0.8275932658535654,0.5604417619624267,0.04899431479239033,1,0.18644357139921297,-0.155668370939607,0.029666561502820682,0.5798734165746684,0.04785645314722229,1,0.07382476216986221,0.0020515530118180663,0.003997101392988242,0.4432892099386072,0.19363114836200013
148,0.535217946061033,0.042948584777613714,1,0.6049703099553709,0.06386630507884475,1,0.0420107298654219,0.06295958008994898,0.34679861657201944,0.030423657374747514,0,0.0333482646471988,-0.16067443551576846,-0.025875212559410932,0.8343324048724166,0.551711363808798,0.04859837413510849,1,0.0832266853112256,-0.002602066048998149,-0.028913255453429453,0.5546390939029454,0.04617034131634576,1,0.03289287234708202,0.03827786466648484,-0.01653164311062148,0.4049578270287742,0.2060066684398453
149,0.5357401838047853,0.043684971769125995,1,0.5470218090178728,0.04828040108550142,1,0.04320157279073038,0.0038202362271423664,0.3132603640984196,0.03015493408841116,0,0.03295258074664679,-0.20724068191295664,-0.012451534735270562,0.8484815876100065,0.49924924223368544,0.0470674669845345,1,0.0815854829331949,-0.09905151534645175,0.016715274646942346,0.5015803562485869,0.04644308845026385,1,0.03292318362996928,-0.023876318399649307,-0.007466508981733086,0.45355867302481806,0.18365774760909823
150,0.46656484777029933,0.040941119220841794,1,0.5120592455039386,0.05548467921555581,1,-0.08368720368398676,0.09574644918792533,0.2770852712847496,0.026662959526263227,0,-0.03055839864598402,-0.17332548121289873,-0.019030848856367584,0.8394312866846328,0.44145212767609926,0.04236548036167204,1,-0.07827694813788118,0.02659609391966439,-0.006867018105683963,0.44282792042448677,0.04109213001334895,1,-0.03057475309015797,-0.02627845323097426,-0.00031887325438103117,0.4109974800395108,0.1867149756754204
151,0.5168700736589383,0.04098273543553304,1,0.5646918375514454,0.049326409513842095,1,-0.030908761345657957,0.09560059889710333,0.3280063423596801,0.028030826179257368,0,0.016271111337360984,-0.1736815420493605,-0.014583226928320384,0.838697881837511,0.526084594079962,0.04439032689607163,1,0.040149559875469164,0.0037338498965902417,-0.017798815692097292,0.49792779009115,0.04438753714663278,1,0.016216668540700183,-0.01235957490833073,-0.005929303541219473,0.45015877021008815,0.19871911433070702
152,0.5199580577109816,0.0416509062384916,1,0.6653353020620093,0.05129659921749024,0,0.011771575120382164,0.1535637269416271,0.34126357641444083,0.027102167270426185,0,0.018155026364905142,-0.15085794543379571,-0.026033504516668634,0.8215505732613682,0.5522664057419553,0.04185614581085787,1,0.045993712261527,0.03814161998276458,-0.03186892650233634,0.5465221106808011,0.04199343156208294,1,0.01871397021195536,0.03490689576788232,-0.007098755299036543,0.4121597711155643,0.19587291705297163
153,0.5226938678793345,0.04211843871279385,1,0.5309245168199958,0.05419660395429614,1,-0.022397441624443803,0.05332195844443944,0.3101359545595009,0.028630668581678394,0,0.02112912699312574,-0.19942701153992629,-0.011566160893698416,0.8337340157976193,0.49533994837694206,0.046025353170509126,1,0.05368648177432401,-0.07387815010348248,0.015531616706100653,0.5089145860554233,0.04370215881628767,1,0.02126360127763212,-0.018158539536397046,0.005809524314188098,0.4480012192134212,0.18518233505257614
154,0.5299214291702387,0.04052060164301274,1,0.6105363612877862,0.04983612175023044,0,-0.0022540201815364155,0.11279038146932263,0.3236635465146992,0.027618889190068004,0,0.02830378041370976,-0.1832938097348703,-0.021346424164140274,0.8327018878235564,0.506849669934485,0.04364380018336939,1,0.07136278287279808,-0.07443863094874983,0.009925518010436857,0.5124608203341409,0.042602681620606264,1,0.028577636675776157,-0.0102409234534064,-0.0058758928882289025,0.42802323104881523,0.2153043441570919
155,0.5423670628853914,0.04207662955682243,1,0.6332867919820547,0.058788548532264444,0,0.04849293372116495,0.08479385826088978,0.333225651796251,0.02740345486328271,0,0.039121020995011586,-0.18950068321123834,-0.016394685987522153,0.8365784827896943,0.5325431476186286,0.04393743234220808,1,0.09852824732111,-0.07881966555254905,0.012834565850067798,0.5236467615094538,0.043060721821665364,1,0.03948751876009293,-0.013803848378363308,-0.002036908872275686,0.40792547916313726,0.19486645664005034
156,0.5319984839010482,0.04298813279675006,1,0.6585814468690405,0.05523254303516664,0,-0.02432297068621671,0.18290441755525721,0.31695954607165916,0.02924788950548329,0,0.030263972151736453,-0.19671524094847742,-0.01658918513159986,0.8346238384557559,0.501157293709137,0.04625573837634946,1,0.07648341748463214,-0.07541411409975306,8.799032425795088e-05,0.49502784694804525,0.044722372902134704,1,0.030578792517905882,-0.022807878492838718,-0.012743067077021861,0.376194573428629,0.17734156957283778
157,0.5245697378350598,0.04210664630508987,1,0.7163255164388571,0.052690310104591666,0,0.01979291314480145,0.1965326032940555,0.34024789599939476,0.028689751905338085,0,0.02366489247754338,-0.1437438162310322,-0.03967318024711644,0.8341123164839377,0.5508270466522119,0.0462869450426437,1,0.060276396547824566,0.05113079426740535,-0.06058014416301797,0.5286739533027671,0.044256495570821223,1,0.02317253106451874,0.04194722376062459,-0.03644580152237615,0.4331501580997229,0.2118884335264309
158,0.5057518766696304,0.04106248759660692,1,0.5412671676114342,0.049644110239609525,1,-0.05956171838177189,0.10082888599320608,0.3075897521172866,0.027804443525601356,0,0.005342062560260184,-0.18395996882323334,-0.013792341619740158,0.8280129339463003,0.4859638718752077,0.043467587140391416,1,0.0133040058299152,-0.029677408020177935,0.002337274065470275,0.48933278194559576,0.04274551903117905,1,0.005309806493028243,-0.013459242644676161,-0.0025177819027563434,0.4212877266838936,0.19498686658744244
159,0.5767554888748336,0.03927420150294716,1,0.5568252172530596,0.044573881688256815,1,0.04672496926984464,0.010100247983214973,0.3563336328088997,0.026360378496135106,0,0.0726969551756113,-0.19944912827974176,-0.016914194086969852,0.8387220664701772,0.5768876353328009,0.0416862639463535,1,0.18532085777824156,-0.12809381966869868,0.01966059722325804,0.5686496204590077,0.04231980649065029,1,0.07278984392784416,-0.006215984810740987,0.0020757613419045604,0.45620369690384865,0.1998554926014423
160,0.49571683046773346,0.037505397523858404,1,0.5449174658350546,0.049045100083151404,1,0.04939473955140093,-0.004477273716346357,0.28263151494871297,0.025160451329234234,0,-0.003958431570876392,-0.20201634473513935,-0.011393708745271293,0.8476367297378887,0.44937371900396206,0.03914129997968426,1,-0.0100583160982986,-0.05503418594672492,0.014466221048985735,0.4695256962505009,0.03975246939721343,1,-0.004025299149857535,-0.026411909126633777,-3.709547300776203e-05,0.43838969725969235,0.20431500034771596
161,0.5664451304376502,0.0448313016709466,1,0.7014809878687398,0.05969518370103984,0,0.12158399103239363,0.07989699683634612,0.333863087208918,0.03113872697097742,0,0.062187478045464255,-0.20946467553314987,-0.018859715303396297,0.8380181208332866,0.5388753734832166,0.05042271975958133,1,0.1581298536669146,-0.14145544438723684,0.022200964203538724,0.5536190183400459,0.048196437364261636,1,0.06276662527049931,-0.0024345490565121555,-0.006713057873941308,0.4647698376631701,0.1912931979812535
162,0.5127004109576816,0.040329690880280065,1,0.5670125223549461,0.052012807637483484,1,0.035332836315313226,0.03167968603963293,0.31165978061697325,0.02803432171153676,0,0.012321315837034717,-0.1815600129083525,-0.019101522311709012,0.8379284477266579,0.4911799082790788,0.04410403321243215,1,0.030750828460003696,-0.026928830012280393,-0.012642090168644388,0.47997777476879205,0.04390772566532926,1,0.012173005270667416,-0.015426625144293464,-0.01676860535758186,0.4797740869459258,0.22057308875345585
163,0.47835137532929567,0.039197386518487524,1,0.49661704097834786,0.0507941116015183,1,-0.06591415160345716,0.06253119258180503,0.2553860929479164,0.02638982817826624,0,-0.020755882791811002,-0.21328800710763562,-0.010570017152636925,0.8409543831876665,0.40807332037866895,0.04200021788836697,0,-0.05188786367821057,-0.06626681636008484,0.02622800041696434,0.4430476686142494,0.041244691412232685,1,-0.020658841578339558,-0.0254237160960971,-0.010869773711313882,0.46105572330194117,0.203397886534253
164,0.5225830569632008,0.04184058538889557,1,0.5630160952091141,0.05470432491997379,1,-0.005749091810690414,0.06876518701980454,0.31355845452484693,0.029556825942100733,0,0.02150778596957077,-0.1843174811446312,-0.023631850300092527,0.8198875302771169,0.5051494814604358,0.04701243215830969,1,0.05454280936695804,-0.029891904732788094,-0.019501423173734225,0.5371662346810403,0.045864496874354094,1,0.021352074960480943,0.03902454142097899,-0.02321038170041966,0.4039738203045928,0.19060396441299265
165,0.4883582203779725,0.04075243448526496,1,0.506885404284074,0.04992243072548877,1,-0.03951979843999781,0.04640520272407184,0.28468281130741196,0.02727407761938022,0,-0.01100589092150749,-0.19761343008969764,-0.006697867681382938,0.8459446592556065,0.4567255451964329,0.04306284843305892,1,-0.027658530132577408,-0.024690958936230915,0.009075034265241099,0.46256097536217033,0.04108299281330726,1,-0.010821845140437783,-0.042332095702060375,0.015714916204668535,0.44365492805741724,0.20971176271127848
166,0.4860689882916783,0.04105516879523372,1,0.5619389249192028,0.05254839182682934,1,-0.015107268459652304,0.07704619337885507,0.3038115312704018,0.028151797065288087,0,-0.013442305184723391,-0.16762497945675026,-0.015121184088124549,0.8331124928270315,0.48629724016821896,0.04372838365184119,1,-0.03338628770057169,0.04127405593586919,-0.02159052806707857,0.47873120969131144,0.042684315725527035,1,-0.013063295284430766,0.00010818543419611752,-0.008313680458453801,0.434134639536244,0.21114813024009815
167,0.47594130079062463,0.042541077579069594,1,0.5623149580247394,0.05425854239371565,1,0.04027366660954384,0.02204129141519555,0.2921810253118485,0.027697781751543065,0,-0.022257643546157793,-0.1454867396670717,-0.04007459147492208,0.8455212205825373,0.4613854246134794,0.04432740076761303,1,-0.05774035683606994,0.06915083329851383,-0.050025051848964566,0.47465953182539833,0.04494303981249828,1,-0.023016439098138212,0.019818593133059146,-0.022142622209522716,0.45332761056068377,0.21775289318395033
168,0.5274561195140861,0.04025176852747766,1,0.5887325953244507,0.05588379511079013,1,-0.007213844775124965,0.09594644009957558,0.33658894275390644,0.027458313964686735,0,0.025240919109494966,-0.16597885873579213,-0.022673117619796315,0.8385447818118084,0.5377152471125551,0.043698733112560846,1,0.06382687791181318,-0.011707262752531322,-0.014404368046726708,0.5437057189796197,0.041862885476943605,1,0.02532868327825938,0.027478304320846355,-0.009101268619486024,0.41880349805010336,0.19972446939652064
169,0.5114313232043683,0.04076446794538856,1,0.5347509633978692,0.05208729565235596,1,0.05079075521257517,-0.016039791814705943,0.30751034694251694,0.02739088117864748,0,0.010880858964070145,-0.19240725959203844,-0.010963252429514804,0.8416356359122571,0.49255701680768804,0.042788622844094876,1,0.027260812331577587,-0.04388462446866065,0.009180828944771046,0.48324428378920975,0.04188865776087652,1,0.010580988668427771,-0.021836081023733602,-0.005500623855484449,0.41125353776435336,0.196290767377821
170,0.5323326307893771,0.0430974362721733,1,0.585390874657976,0.05167385313803646,1,0.02085010188362065,0.06454077277435526,0.3386572113821936,0.029670959119461913,0,0.03175013223776791,-0.17989090317917245,-0.01320201767640193,0.8407488922084706,0.5358872966392031,0.04764869516834107,1,0.07871252151616999,-0.04367721445590277,0.0008519895789358873,0.5470535097426493,0.04562329267027663,1,0.03156854845620337,0.019762431958742423,-0.004277470672296341,0.4135657618182312,0.225240625608066
171,0.49883593488940864,0.041959093141703284,1,0.5115384940279561,0.049771487403467325,1,-0.02007337301932206,0.031611867047278065,0.31219566348152356,0.028624933280482205,0,-0.001112907321921023,-0.17127230881057434,-0.01541912038598113,0.8433886174069677,0.4910154261143645,0.04407618325019218,1,-0.002738378070416007,0.023083574340023193,-0.029329770155242543,0.4923654674555743,0.04405839595760294,1,-0.0011036101012994021,0.012919261237757291,-0.01945018368088349,0.44220132617594876,0.20585399846764516
172,0.5083404340481229,0.04421495166142967,1,0.5902329404182602,0.0599460300768897,1,-0.028895045902073944,0.11912798632033418,0.3403225814782121,0.03111582212439461,0,0.007740471485333592,-0.14598193920282762,-0.021435950804293887,0.8390577248315374,0.5576697141173954,0.04969983546363411,1,0.019356899188752108,0.07457409382933723,-0.03626127890069391,0.5049440424604311,0.047368567860088126,1,0.007664345018014416,0.013448534591595054,-0.016168837149178387,0.40163299090160925,0.218895806743384
173,0.44006135786680106,0.045432111086015886,1,0.6229957908481357,0.05863293491538662,0,0.01892400491805063,0.10407178593008502,0.26155768137092167,0.030810156477561523,0,-0.05512105314031425,-0.16387384930184767,-0.019447416186916422,0.8326099907792435,0.4061776193444852,0.049888763269823,1,-0.1431149950407406,0.05456220026762938,-0.005269585882403522,0.40293566864615427,0.04864545373094679,0,-0.056704413856909296,-0.03307113491364669,-0.0072887825832898085,0.4293629174684018,0.19918413146241482
174,0.42713996617348904,0.042511807732727426,1,0.5795246821493516,0.05638877660116191,1,-0.0659434669776913,0.1454681491270428,0.26511651147030785,0.028382437967843843,0,-0.06969118244676724,-0.14104846337418592,-0.024143842708739004,0.8311132051323922,0.43438362378012474,0.0442408761862869,1,-0.17324828936428538,0.1554219351025184,-0.047790021958108296,0.4183262482763304,0.043884028897817055,1,-0.06959467067269876,0.001103754867230913,-0.013182835918201715,0.40333810711018125,0.1902553969560895
175,0.5148616509268531,0.04041041393117085,1,0.545748367472659,0.052876232319988135,1,0.06469807234900438,-0.018949704876345348,0.3001669247896906,0.027656627762735888,0,0.013770917473148427,-0.19431872762058533,-0.01928526506287244,0.8377006918154882,0.483497921190485,0.04468774500967458,1,0.03450080515368957,-0.06018507794105749,0.009182193977852958,0.4879771276609234,0.04228246528418243,1,0.013617884135006877,-0.013577209843991769,-0.012063546630091687,0.4653010610369722,0.2032474061601837
176,0.4620960120969187,0.042996229854072976,1,0.5596912125937612,0.05709948971704661,1,-0.006573143423808016,0.06626435601756923,0.2809498868454659,0.028352198500413796,0,-0.03514467192419635,-0.1628026242290801,-0.02110281700125771,0.8388179459104141,0.4438993817864992,0.044933527581745354,1,-0.08895572314861018,0.0628080699458344,-0.029952965010725068,0.4639008095631647,0.04464866013728479,1,-0.03537251490864427,0.008309661184793465,-0.009036336712984611,0.42728228949337305,0.19846265916470981
177,0.5365723964133585,0.041654914534810294,1,0.45677412439074366,0.05414441136959306,1,-0.03741144605618591,-0.005814429553070392,0.3168844208697299,0.028677398336450638,0,0.033942064958978675,-0.20028058704601592,-0.016777057043232842,0.8380389444202558,0.5066509492036524,0.04510292490304731,1,0.08589457455937861,-0.09251089280886975,0.013267267453143466,0.5117424308054801,0.0438869441769777,1,0.0346562131956338,-0.013731167911920375,-0.009182614478233386,0.42018827330626674,0.19975805579612493
178,0.4784128527663015,0.03786682961554249,1,0.5735008560168676,0.044964439227390955,1,-0.04408551539958929,0.11758637141645674,0.296646637079871,0.026198386815863443,0,-0.01980957549829084,-0.1560232427025778,-0.0275205447192603,0.8348750155161198,0.4702365195579575,0.04144831822672257,1,-0.05031331957852095,0.04602343899444231,-0.025473599857963734,0.4923399046191058,0.04081526032948472,1,-0.019917466041624338,0.025097659111775163,-0.012840288451045137,0.4274349713722245,0.20984232165990685
179,0.5249830916417068,0.0439012947657136,1,0.6272218600436222,0.05507894167472752,0,0.030567742801560657,0.09665411724206173,0.3299109874646562,0.029509714670594624,0,0.023700420297332096,-0.18246045914786663,-0.011328973684809307,0.8389709210518697,0.5126660949010329,0.04735241790985104,1,0.059833948883427426,-0.04274461900338539,-0.0044232349790091765,0.5282761756206993,0.04596909132488874,1,0.023710570551194386,0.00533222257295022,-0.0007666175034453071,0.3837267183826922,0.19765483235687661
180,0.42881682190981474,0.037891206690154375,1,0.5352199777679595,0.050547103924119104,1,-0.011936166991049815,0.0471561447590094,0.2593347312503005,0.026252974010478627,0,-0.06688744678757833,-0.1606453408660161,-0.013132481096105183,0.8371709264175046,0.4121499434579639,0.04143948534632505,0,-0.17203572239504974,0.11667473263135485,-0.03248906677834117,0.42281157810682746,0.04056661581113524,1,-0.0689926106082106,0.004966551787816366,-0.013162363072778273,0.3982322658337637,0.19358779597502113
181,0.5134012619426193,0.04136806552901233,1,0.5998358380227834,0.05192973791506609,1,0.11229696612244822,-0.012461128099664808,0.3141333897796656,0.029489385740823403,0,0.012338185035409321,-0.1830628211083256,-0.015141974147418205,0.8467983521736651,0.5070119157343753,0.04791444381273314,1,0.031337814924762335,-0.021119527684254798,-0.0032063715061322238,0.5102506115029819,0.0458013782939492,1,0.01256978099838835,0.004796861259336027,-0.007116030754742406,0.4174173657550042,0.19594441493473527
182,0.5240167067758638,0.04546588781226854,1,0.6545085662649947,0.060926945800498,0,0.05254884143006226,0.10195972483493229,0.3204798048007724,0.02915782228121206,0,0.02240353101517751,-0.19361757802639948,-0.008306148188005657,0.8400435699582842,0.502751791174594,0.04702539207213907,1,0.05748689764092441,-0.08247362729283195,0.02773852082650148,0.5059567233427689,0.04658509154469451,1,0.02259905132501007,-0.018781720952467496,0.0021393929702263107,0.4318336531946653,0.19284429727126134
183,0.5554921649934721,0.03770502638181496,1,0.7193845048888262,0.052340357357663875,0,0.09818292368454916,0.12120158120427713,0.33676914822983267,0.026986432433855807,0,0.052015085177181175,-0.20172215803905755,-0.013523778908290823,0.8394906161384886,0.5394285565140002,0.04326962273237299,1,0.13112186878941132,-0.10534401953479375,0.013650707259382543,0.5418162723879204,0.043411592815431534,1,0.052163006212445504,-0.012589082285970644,0.002242348461445694,0.4488565241856324,0.20911708615419886
184,0.5094216949279877,0.04191686665540099,1,0.5951707884987013,0.05027914550303716,1,0.028483878473978604,0.06668691002472264,0.2899728825883572,0.027690632055310523,0,0.00882106472474769,-0.2159321240746235,-0.002916058061767033,0.8462211737030176,0.4682078711256453,0.04316306726755067,1,0.022096723262366186,-0.08030446701521406,0.0264156148784932,0.48353562474752787,0.042822748277931096,1,0.008781906798979494,-0.02842767858946334,0.0031813965380116547,0.4441083612009319,0.17604298270381122
185,0.5677054582559561,0.039000569159769426,1,0.6183038752693715,0.049751351390353686,0,0.10146076763311859,0.01684310763625293,0.3100352597205677,0.02716696790428342,0,0.06315997699638534,-0.24530771645339666,-0.007817000822420966,0.854981467453227,0.5047884052293243,0.04372309517351315,1,0.16252164489133686,-0.2179220224569888,0.06018878279497623,0.5154537108273708,0.041780144859860084,1,0.06341607203877904,-0.04998579259021572,0.002023431378807507,0.43081360768237964,0.21025836320519753
186,0.4647999552998654,0.04090238459033529,1,0.6151493347015057,0.054020082608900725,0,0.007211264575348201,0.10793807012615755,0.2812447050536862,0.027821402501839787,0,-0.03270370305597176,-0.1585115952661697,-0.027539996624172256,0.8446713888472526,0.44078632408567736,0.04393883305887446,1,-0.08178372221628319,0.05584463007401325,-0.0332745837720527,0.45936159961395934,0.04342037206055479,1,-0.03258363766150846,0.008855349918591444,-0.01691011264312362,0.39310226759111727,0.20473270322628004
187,0.4976404073373732,0.043890849442947535,1,0.5648670853070243,0.05741778416953917,1,0.015998109047198436,0.04886897625982586,0.3105439209145618,0.02863985859041403,0,-0.0022333247560712196,-0.18201024063629964,-0.005212513693067336,0.8505608400465932,0.49472481350787967,0.045179719203080566,1,-0.0056584718564015625,0.011217959004882398,-0.010834673640601188,0.4755957738135931,0.04434151880006363,1,-0.0022266059583015783,-0.01607114287092892,-0.006106477357176574,0.4889194965245455,0.2177721645471405
188,0.5224614734765052,0.04058123050312402,1,0.5446807208613313,0.049062747921205165,1,0.053364946552768,-0.00868422569143673,0.3075861680183911,0.026843065250847314,0,0.020784253528649942,-0.20865814770758392,-0.004539937802674823,0.8375368259525496,0.47735056064322967,0.04243259897941523,1,0.05346716976997966,-0.11438296197455171,0.038266352847801735,0.4901178597769559,0.042911234717973465,1,0.020987133503155456,-0.0374051937333883,0.006535920007188702,0.4563158275674419,0.21213973310737624
