rep,oracle_theta,oracle_se,oracle_cover,armA_theta,armA_se,armA_cover,armA_term_a,armA_term_b,armB_theta,armB_se,armB_cover,armB_term_a,armB_term_c,armB_term_b,armB_r2_l_in,armBsym_theta,armBsym_se,armBsym_cover,armBsym_term_a,armBsym_term_c,armBsym_term_b,armC_theta,armC_se,armC_cover,armC_term_a,armC_term_c,armC_term_b,armC_rmse_l,armC_rmse_m
19,0.44066835902656964,0.043805836368381944,1,0.6719178629142656,0.05676891166836444,0,0.04836050812967129,0.12355735478459433,0.2822882511395775,0.029067599516528052,0,-0.05632283506243438,-0.14195878150565783,-0.019430132292330305,0.83605845195544,0.43985180624941256,0.04589377094285554,1,-0.1399977425100709,0.11632152946023068,-0.03647198070074712,0.43580632101257183,0.04455100339542582,1,-0.05460440539905537,0.002163441559781248,-0.011752715148154196,0.44814094775747637,0.19266859114326304
20,0.5280259360159185,0.04078248832492889,1,0.6301780540966614,0.05289710291002998,0,-0.007533912849860652,0.13771196694652202,0.32109986365744664,0.0283412626423018,0,0.025471729089525108,-0.19487557089516588,-0.009496294536912581,0.8368120058893801,0.5007934652687235,0.0465875869247752,1,0.0637995638261338,-0.11086090867079013,0.04785481011337992,0.5094115949108198,0.04331504164216277,1,0.02512502734270807,-0.02977061404224695,0.01405718161035855,0.42116976967281183,0.18784104917167216
21,0.4972115946476097,0.04284286573758769,1,0.571884185346763,0.0544452801929331,1,0.02674883406807775,0.045135351278685246,0.3092582575898792,0.03072933161558778,0,-0.0026686452702471223,-0.17178153453242515,-0.016291562607448722,0.8236317558122574,0.47515594702235425,0.048879359068456786,1,-0.006590429697549235,-0.0034221327076704245,-0.014831490572426055,0.47296686886981854,0.04721557148875221,1,-0.0026311227660829203,-0.012862148371770427,-0.011539859992328044,0.40334669887526325,0.20046146879439805
22,0.45654122010039444,0.047298149154665216,1,0.5514939547568223,0.055482540637385516,1,-0.10326354153521079,0.154757496292033,0.26995395841118286,0.0319082216078189,0,-0.04092047222005666,-0.16689579573389696,-0.02222977363486351,0.8358566236045069,0.4385324442535889,0.05083382029458543,1,-0.10365654026089001,0.07073488932311735,-0.02854590480863841,0.4354779923108836,0.04921572262188863,1,-0.04066726833316418,-0.016310705308159684,-0.0075440340477925414,0.4230443271427306,0.1908212997261667
23,0.4875559013497328,0.04476228759289508,1,0.612955370327696,0.056629207443285395,0,0.01657305677152877,0.09638231355616705,0.3022780281370434,0.029226689623164718,0,-0.011312567229959448,-0.1571796538002835,-0.029229750832713723,0.8388453190579461,0.4856777078942308,0.04602180017412319,1,-0.0284086539758531,0.04139181310417696,-0.02730545123409292,0.4814402174538541,0.045751788211706,1,-0.011489920171102576,0.01100734199549338,-0.0180772043705368,0.446864193352016,0.18960937707575756
24,0.4897631076205347,0.04376288267341128,1,0.5174156478684533,0.0652474637261834,1,-0.017062711125846074,0.03447835899429933,0.29944356960510177,0.02947699832450613,0,-0.009771956994510037,-0.16197844265833278,-0.028806030742055434,0.8306939784811767,0.47793539883758474,0.04549652347967264,1,-0.024582450651105373,0.04357843327660849,-0.04106058378791844,0.4882514925291048,0.04520739334926719,1,-0.009535755605539672,0.022682296523104908,-0.024895048388460305,0.41887654253479784,0.20740822206584056
25,0.4278620451686418,0.03834751821378742,1,0.49688695681978423,0.050429482786475376,1,-0.04323831805466149,0.04012527487444578,0.2833789599826753,0.02557612331196081,0,-0.0684697612333627,-0.1268276252374251,-0.02132365354653698,0.8469928389318833,0.45347873649999376,0.04073313555650207,1,-0.1734030042814159,0.1921740566710548,-0.06529231588964515,0.45895847867701606,0.04015922325561216,1,-0.06831334889267866,0.040700558041903825,-0.013428730472209214,0.41236263102350224,0.2061202159711635
26,0.5232978347274538,0.043074707399700284,1,0.5533119885135273,0.05491728816869736,1,0.017151527066840942,0.03616046144668627,0.3218147235586354,0.029976885167392015,0,0.021567921257647157,-0.17516386726450778,-0.024589330434503995,0.8301779111573075,0.5239110507307089,0.04844827662601045,1,0.05461005076492242,-0.02043604959929924,-0.010262950434914512,0.5337440793742122,0.0446401199025489,1,0.02168966794596345,0.017947440507556863,-0.005893029079308139,0.4384456713417663,0.1902171883994946
27,0.4639594333350069,0.03773517015154735,1,0.5104719217036472,0.05129026466801163,1,-0.06921613371091977,0.07968805541456703,0.30117219264134976,0.02531538576578251,0,-0.03359809221403013,-0.14738872188223184,-0.017840993262388166,0.8488985816118744,0.4781610694616749,0.0403956969290054,1,-0.08527469162380784,0.09575602777003668,-0.03232026668455406,0.48541353061514086,0.040068490416188915,1,-0.033912987012980046,0.02505014463711241,-0.005723627008991536,0.4324315909264627,0.20893831702779325
28,0.4781143191198771,0.03819608502550748,1,0.5145682446353543,0.058332382092189654,1,-0.06545093205415543,0.08001917668950972,0.2888606297133578,0.027095852867470314,0,-0.020299854802726017,-0.17976655714618137,-0.011072958337734822,0.8428241550884893,0.47036929853289644,0.04348109347043793,1,-0.051878348882565234,0.04694889892019723,-0.024701251504735525,0.4741040415273976,0.042353785835146325,1,-0.020445742709113795,0.008893743973844185,-0.014343959737332856,0.4221469999931653,0.20170327443266658
29,0.45212135029498657,0.04369556091091287,1,0.6749161855568695,0.061741995993132986,0,0.05807382510213669,0.11684236045473297,0.27034421789692503,0.029460769072776262,0,-0.04475102359876581,-0.15529794043380551,-0.02960681807050374,0.8456360003368286,0.4212968708299729,0.0472228842639591,1,-0.11331784125623949,0.07903350558565751,-0.04441879349944516,0.4362013207827783,0.046307491648620705,1,-0.04486274228953415,0.0025183066854676988,-0.021454243613155195,0.46056115447030294,0.19274103931243675
30,0.6001951587493601,0.04167089462939646,0,0.6683639389606746,0.05628975377125166,0,0.10727733933385433,0.06108659962682022,0.37901678982155446,0.028518276546292142,0,0.09567241709141339,-0.211252632713937,-0.005402994555922076,0.8373706009578776,0.6003801833520068,0.04595165404840425,0,0.23999445693851412,-0.17189227597229495,0.032278002385787735,0.5939244153922215,0.043092316531905026,0,0.09328350750305554,0.0015612208769875588,-0.0009203129878216173,0.4291025086863004,0.1931403572711266
31,0.5719721251537248,0.04318053573576523,1,0.6829320243865565,0.05271694645604317,0,0.047783077222332895,0.13514894716422365,0.3383595301526226,0.028287531784854623,0,0.0685957779662605,-0.21257016197005016,-0.0176660858435878,0.8482287708183669,0.5449339496070332,0.04553166024563989,1,0.17626423164098914,-0.1393947150116476,0.0080644329776916,0.5442731245550201,0.04496842122047214,1,0.06949949461936233,-0.01736344014779212,-0.007862929916550002,0.4799281050687667,0.20845148921216167
32,0.5045997404656196,0.043406541533752445,1,0.5812135359730625,0.05445691814526939,1,0.03613965106970521,0.04507388490335722,0.31284724375133277,0.029327073206872504,0,0.00432555786559018,-0.1655857510326962,-0.025892563081561213,0.8452012809987139,0.48490371118007153,0.04664205607501519,1,0.011021381344059089,-0.013222291122152232,-0.012895379041835275,0.4774342236418095,0.04460275719933434,1,0.0043741139955952085,-0.01840184956133722,-0.008538040792448421,0.43906169513307614,0.1696826460216576
33,0.4681051008794217,0.04294950876741182,1,0.6098381768112975,0.050088919299250426,0,-0.02968158209083514,0.13951975890213267,0.2782176265733252,0.028765279922222952,0,-0.030676101100968797,-0.1775145994057342,-0.013591672919971693,0.8398926155500644,0.45031916022984164,0.04631404646598862,1,-0.07850541294158132,0.03972737776666796,-0.01090280459524492,0.45137696187887927,0.045635915132161003,1,-0.03066972803089932,-0.011582062178087157,-0.0063712479121341955,0.4311013045322412,0.21595228018865498
34,0.48935849742070786,0.041107891878152336,1,0.5663771651185244,0.04957194683699701,1,0.019969280291136763,0.0464078848273877,0.29642244943370305,0.02892773285652541,0,-0.010093429844613028,-0.1833050750525399,-0.010179045669144075,0.8378108777769121,0.47694129774422883,0.04578748521609756,1,-0.02561592678619007,-0.004694668366739288,0.0072518928971582125,0.4676459861219974,0.044266400663503166,1,-0.010252296349706019,-0.018729948785028868,-0.0033717687432677904,0.503357781590966,0.208795182660408
35,0.4872244321220153,0.04326082036723044,1,0.5859446085621763,0.05169288520275944,1,-0.0042760470547661324,0.0902206556169426,0.3006817125868496,0.026998204620590882,0,-0.011648302660505493,-0.1711871285957996,-0.01648285615684523,0.8404777858451362,0.4842740116114759,0.04280873209187508,1,-0.029917245429314666,0.02563957908064934,-0.01144832203985885,0.48712569669777167,0.04424959234431548,1,-0.01183647178169628,-0.0026538536082116432,0.0016160220876795866,0.4400817654001048,0.18698654278748136
