mode,model,learner,split_seed,learner_seed,theta,se,m_below_trim,m_above_trim
expB,PLR,forest,0,73,8690.854744031634,1362.0699558377812,0.0,0.0
expB,IRM,forest,0,73,7800.8134506494935,1201.2195584626588,0.0,0.0
expB,PLR,forest,0,74,8713.644910437482,1370.333823680624,0.0,0.0
expB,IRM,forest,0,74,7720.843777006363,1196.2746943107913,0.0,0.0
expB,PLR,forest,0,75,8653.324449308133,1359.1906686449024,0.0,0.0
expB,IRM,forest,0,75,7837.0498060414675,1184.490201486749,0.0,0.0
expB,PLR,forest,0,76,8817.733464959301,1373.587749649796,0.0,0.0
expB,IRM,forest,0,76,7748.803439930224,1207.4017448215484,0.0,0.0
expB,PLR,forest,0,77,8810.465069860566,1376.184047673601,0.0,0.0
expB,IRM,forest,0,77,7714.694713737733,1201.7213899464048,0.0,0.0
expB,PLR,forest,0,78,8718.531742808836,1373.2157821207174,0.0,0.0
expB,IRM,forest,0,78,7795.476664874605,1197.0469624306497,0.0,0.0
expB,PLR,forest,0,79,8747.981266359326,1370.6747947724991,0.0,0.0
expB,IRM,forest,0,79,7785.762604000419,1201.4618319056585,0.0,0.0
expB,PLR,forest,0,80,8670.794213888312,1374.5611279103261,0.0,0.0
expB,IRM,forest,0,80,7799.167370120621,1211.35597243865,0.0,0.0
expB,PLR,forest,0,81,8775.493412671703,1366.2343050558518,0.0,0.0
expB,IRM,forest,0,81,7822.746857498811,1190.2844013496433,0.0,0.0
expB,PLR,forest,0,82,8823.9097864663,1372.934448350702,0.0,0.0
expB,IRM,forest,0,82,7768.535097932234,1192.4773657061496,0.0,0.0
expB,PLR,forest,0,83,8735.169090555333,1370.387893461505,0.0,0.0
expB,IRM,forest,0,83,7833.317614229959,1202.8688952885452,0.0,0.0
expB,PLR,forest,0,84,8716.548100698834,1370.164718342192,0.0,0.0
expB,IRM,forest,0,84,7707.5455875364105,1199.6869990292992,0.0,0.0
expB,PLR,forest,0,85,8781.137653968124,1368.1360414993096,0.0,0.0
expB,IRM,forest,0,85,7749.971735015495,1182.274898821711,0.0,0.0
