table,code,label,quarter,value
"T1.5.1 실질 증가율(%, 연율)",Y033RL,Equipment,2026Q1,15.8
"T1.5.1 실질 증가율(%, 연율)",Y033RL,Equipment,2026Q2,15.2
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2015Q1,4.2
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2015Q2,8.2
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2015Q3,12.5
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2015Q4,5.8
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2016Q1,4.1
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2016Q2,1.6
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2016Q3,6.7
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2016Q4,8.2
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2017Q1,5.8
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2017Q2,16.2
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2017Q3,4.7
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2017Q4,14.3
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2018Q1,12
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2018Q2,1.5
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2018Q3,5.1
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2018Q4,-0.2
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2019Q1,7.2
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2019Q2,8.1
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2019Q3,-5.9
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2019Q4,-4
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2020Q1,-16
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2020Q2,12.1
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2020Q3,30.1
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2020Q4,11
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2021Q1,10.5
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2021Q2,4.8
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2021Q3,-3.7
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2021Q4,24.9
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2022Q1,14.1
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2022Q2,-2.7
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2022Q3,3.3
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2022Q4,-13.6
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2023Q1,-3.9
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2023Q2,-4.6
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2023Q3,-1.9
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2023Q4,13.2
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2024Q1,-0.5
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2024Q2,10.9
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2024Q3,14.9
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2024Q4,0.6
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2025Q1,62.7
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2025Q2,11.7
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2025Q3,8.8
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2025Q4,37
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2026Q1,39.9
"T1.5.1 실질 증가율(%, 연율)",Y034RL,Information processing equipment,2026Q2,8.3
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2015Q1,-2.4
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2015Q2,2.2
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2015Q3,6.5
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2015Q4,11.3
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2016Q1,12.8
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2016Q2,10.4
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2016Q3,8.3
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2016Q4,4.5
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2017Q1,9
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2017Q2,2.9
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2017Q3,8.9
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2017Q4,8.1
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2018Q1,8.8
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2018Q2,11.9
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2018Q3,7
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2018Q4,11.9
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2019Q1,4.2
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2019Q2,8.9
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2019Q3,8.1
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2019Q4,10.1
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2020Q1,6.4
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2020Q2,-10
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2020Q3,7.5
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2020Q4,10.5
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2021Q1,14.8
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2021Q2,13.2
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2021Q3,10.1
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2021Q4,13
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2022Q1,13.8
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2022Q2,12.4
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2022Q3,6.9
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2022Q4,9.3
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2023Q1,5.5
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2023Q2,4.7
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2023Q3,2.9
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2023Q4,4.2
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2024Q1,6.7
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2024Q2,0.7
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2024Q3,2.6
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2024Q4,-0.6
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2025Q1,6.5
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2025Q2,15
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2025Q3,5.6
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2025Q4,5.4
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2026Q1,13.8
"T1.5.1 실질 증가율(%, 연율)",Y001RL,Intellectual property products,2026Q2,8.8
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2015Q1,5.1
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2015Q2,5.6
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2015Q3,4.9
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2015Q4,12.4
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2016Q1,15.8
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2016Q2,11.8
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2016Q3,12.9
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2016Q4,11.8
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2017Q1,12.8
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2017Q2,11.2
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2017Q3,14.4
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2017Q4,13.1
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2018Q1,14.1
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2018Q2,14.5
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2018Q3,11.8
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2018Q4,10.6
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2019Q1,-1.6
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2019Q2,8.2
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2019Q3,9.7
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2019Q4,15.6
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2020Q1,13.2
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2020Q2,-1.4
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2020Q3,7
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2020Q4,17.2
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2021Q1,24.5
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2021Q2,15.1
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2021Q3,10.6
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2021Q4,13.1
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2022Q1,22.5
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2022Q2,14.3
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2022Q3,9.2
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2022Q4,13.6
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2023Q1,2.3
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2023Q2,4.1
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2023Q3,6.2
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2023Q4,10
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2024Q1,10.9
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2024Q2,3.7
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2024Q3,2.5
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2024Q4,2.8
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2025Q1,18.8
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2025Q2,26.6
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2025Q3,3.6
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2025Q4,4.8
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2026Q1,23.3
"T1.5.1 실질 증가율(%, 연율)",B985RL,Software\4\,2026Q2,11.4
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2015Q1,101.949
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2015Q2,101.731
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2015Q3,101.293
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2015Q4,101.022
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2016Q1,100.624
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2016Q2,100.277
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2016Q3,100.035
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2016Q4,99.889
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2017Q1,100.081
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2017Q2,100.036
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2017Q3,99.974
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2017Q4,99.909
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2018Q1,99.8
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2018Q2,99.749
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2018Q3,100.162
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2018Q4,99.974
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2019Q1,100.151
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2019Q2,100.197
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2019Q3,99.988
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2019Q4,99.591
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2020Q1,99.651
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2020Q2,99.819
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2020Q3,99.488
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2020Q4,98.886
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2021Q1,99.474
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2021Q2,98.749
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2021Q3,100.058
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2021Q4,101.351
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2022Q1,103.206
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2022Q2,105.439
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2022Q3,107.049
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2022Q4,108.567
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2023Q1,110.39
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2023Q2,110.463
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2023Q3,111.162
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2023Q4,111.444
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2024Q1,112.427
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2024Q2,112.956
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2024Q3,113.547
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2024Q4,113.761
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2025Q1,113.939
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2025Q2,114.879
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2025Q3,116.517
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2025Q4,117.507
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2026Q1,118.719
T1.5.4 가격지수(2017=100),Y033RG,Equipment,2026Q2,120.352
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2015Q1,109.597
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2015Q2,108.617
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2015Q3,106.897
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2015Q4,105.265
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2016Q1,104.015
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2016Q2,103.487
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2016Q3,101.964
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2016Q4,100.761
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2017Q1,100.572
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2017Q2,100.097
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2017Q3,99.843
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2017Q4,99.488
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2018Q1,98.633
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2018Q2,97.799
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2018Q3,97.399
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2018Q4,96.398
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2019Q1,95.818
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2019Q2,94.887
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2019Q3,94.121
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2019Q4,93.22
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2020Q1,92.91
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2020Q2,92.567
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2020Q3,92.548
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2020Q4,92.261
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2021Q1,92.267
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2021Q2,92.238
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2021Q3,92.441
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2021Q4,92.455
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2022Q1,93.614
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2022Q2,93.877
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2022Q3,93.933
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2022Q4,94.254
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2023Q1,95.147
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2023Q2,95.347
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2023Q3,95.385
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2023Q4,95.455
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2024Q1,96.281
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2024Q2,96.658
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2024Q3,97.095
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2024Q4,97.483
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2025Q1,97.741
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2025Q2,98.542
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2025Q3,100.222
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2025Q4,100.688
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2026Q1,102.595
T1.5.4 가격지수(2017=100),Y034RG,Information processing equipment,2026Q2,105.803
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2015Q1,100.761
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2015Q2,100.936
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2015Q3,100.806
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2015Q4,100.001
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2016Q1,99.226
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2016Q2,99.507
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2016Q3,99.225
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2016Q4,99.852
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2017Q1,99.686
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2017Q2,100.083
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2017Q3,100.053
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2017Q4,100.178
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2018Q1,100.625
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2018Q2,100.842
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2018Q3,100.676
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2018Q4,100.184
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2019Q1,100.662
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2019Q2,101.065
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2019Q3,100.965
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2019Q4,100.251
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2020Q1,100.565
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2020Q2,101.746
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2020Q3,102.008
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2020Q4,103.269
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2021Q1,102.443
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2021Q2,102.607
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2021Q3,102.629
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2021Q4,102.755
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2022Q1,102.875
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2022Q2,103.553
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2022Q3,104.163
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2022Q4,103.614
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2023Q1,104.366
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2023Q2,104.281
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2023Q3,104.34
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2023Q4,104.689
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2024Q1,104.751
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2024Q2,105.638
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2024Q3,106.706
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2024Q4,107.482
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2025Q1,107.051
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2025Q2,106.117
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2025Q3,107.503
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2025Q4,108.708
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2026Q1,108.048
T1.5.4 가격지수(2017=100),Y001RG,Intellectual property products,2026Q2,108.46
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2015Q1,104.582
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2015Q2,103.703
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2015Q3,103.746
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2015Q4,103.333
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2016Q1,103.008
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2016Q2,102.419
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2016Q3,101.779
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2016Q4,101.542
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2017Q1,100.86
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2017Q2,100.734
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2017Q3,99.566
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2017Q4,98.84
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2018Q1,98.157
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2018Q2,97.856
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2018Q3,97.306
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2018Q4,96.433
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2019Q1,96.221
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2019Q2,96.403
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2019Q3,96.158
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2019Q4,94.778
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2020Q1,94.037
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2020Q2,93.866
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2020Q3,93.341
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2020Q4,93.342
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2021Q1,91.21
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2021Q2,91.111
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2021Q3,90.711
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2021Q4,90.358
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2022Q1,89.255
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2022Q2,89.286
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2022Q3,89.614
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2022Q4,88.272
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2023Q1,89.823
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2023Q2,89.251
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2023Q3,88.901
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2023Q4,88.567
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2024Q1,87.993
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2024Q2,89.295
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2024Q3,90.752
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2024Q4,91.063
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2025Q1,89.168
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2025Q2,86.369
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2025Q3,87.856
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2025Q4,88.659
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2026Q1,85.869
T1.5.4 가격지수(2017=100),B985RG,Software\4\,2026Q2,85.344
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2015Q1,18063529
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2015Q2,18279784
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2015Q3,18401626
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2015Q4,18435137
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2016Q1,18525933
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2016Q2,18711702
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2016Q3,18892639
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2016Q4,19089379
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2017Q1,19280084
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2017Q2,19438643
